stitle,xpostDate,xbody,xcreatedDate,xAddress,GTag_longitude,GTag_latitude
公有大直市場,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區北安路476號,121.545138,25.079657
公有松江市場,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區錦州街222號,121.53215,25.060217
捷運中山站,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中山區南京西路16號,121.520518,25.052433
財團法人台北市景福宮,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區德惠街11號,121.52555,25.066943
樹火紀念博物館,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區長安東路二段68號,121.534197,25.048348
台塑芝山加油站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:26:00,臺北市士林區至誠路二段40號1樓,121.528939,25.101948
西歐加油站基河站,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：0，普通級：2，加強級：0,2011/12/28 上午 06:26:00,臺北市士林區承德路四段200號,121.52201,25.087651
天母停車場,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:26:00,臺北市士林區天母西路1號地下1樓,121.529646,25.119953
百齡高中地下停車場,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:26:00,臺北市士林區承德路四段175號地下一、二樓,121.523996,25.086151
順益臺灣原住民博物館,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區至善路二段282號,121.5520245,25.10098133
臺北市士林區士東國民小學,2011/12/14 下午 05:01:00,座數：42，特優級：2，優等級：40，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區中山北路六段392號,121.526831,25.112933
臺北市立格致國民中學,2011/12/14 下午 05:01:00,座數：12，特優級：0，優等級：12，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區仰德大道四段75號,121.546199,25.1314444
臺北自來水事業處陽明營業處,2011/12/14 下午 05:01:00,座數：4，特優級：4，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區中山北路五段82號之1,121.526036,25.08395
蘭雅派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區中山北路六段153號1樓,121.524711,25.106504
台灣麥當勞重慶分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區重慶北路四段123號,121.512179,25.082593
公有大龍市場,2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：0，普通級：4，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區重慶北路三段347號,121.51416,25.074936
成淵高中地下停車場,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區承德路二段235號之1地下室,121.519854,25.060415
臺北市大同區明倫國民小學,2011/12/14 下午 05:01:00,座數：9，特優級：7，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區承德路三段285號,121.519675,25.073512
台灣麥當勞台北民生3分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區民生西路55號,121.520362,25.057738
台灣麥當勞重慶北路2分公司,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區重慶北路三段255號,121.514025,25.071564
摩斯漢堡長安分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區長安西路219號1樓,121.512504,25.052046
公有錦安市場,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:27:00,臺北市大安區永康街58號,121.529604,25.028633
建國橋下仁愛濟南段停車場(假日玉市),2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:27:00,臺北市大安區建國橋下仁愛路--濟南路間停車場,121.5377613,25.039554
捷運六張犁站,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:27:00,臺北市大安區和平東路三段168號,121.553126,25.02379
大安區公所,2011/12/14 下午 05:01:00,座數：4，特優級：4，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區新生南路二段86號,121.534607,25.026441
和平東路派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區和平東路一段143號,121.530718,25.026534
瑞安街派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區瑞安街23巷17號,121.544985,25.03113
台灣麥當勞忠孝6店,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區忠孝東路四段226號,121.553726,25.041142
神旺大飯店,2011/12/14 下午 05:01:00,座數：8，特優級：8，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市大安區忠孝東路四段172號,121.550985,25.041298
統一星巴克興南門市,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區復興南路一段323號1樓,121.543899,25.033679
公有新興市場,2011/12/14 下午 05:01:00,座數：3，特優級：0，優等級：3，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區林森北路487號,121.525776,25.061374
臺北第二果菜批發市場(濱江),2011/12/14 下午 05:01:00,座數：10，特優級：0，優等級：6，普通級：4，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區民族東路336號,121.537226,25.068013
永盛公園地下停車場,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區中山北路二段93巷30號,121.524689,25.059163
台北戲棚,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區中山北路二段113號,121.523254,25.060503
臺北市立兒童育樂中心,2011/12/14 下午 05:01:00,座數：32，特優級：6，優等級：26，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中山區中山北路三段66號,121.523148,25.072718
臺北故事館,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區中山北路三段181-1號,121.524532,25.073173
公有士東市場,2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:26:00,臺北市士林區士東路100號,121.529163,25.111997
太平洋SOGO崇光百貨天母店,2011/12/14 下午 05:01:00,座數：18，特優級：18，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:27:00,臺北市士林區中山北路六段77號,121.524523,25.104687
家樂福天母店,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:27:00,臺北市士林區德行西路47號,121.522509,25.105293
臺北市士林運動中心,2011/12/14 下午 05:01:00,座數：10，特優級：9，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:27:00,臺北市士林區士商路1號,121.52141,25.089491
臺北市立蘭雅國民中學,2011/12/14 下午 05:01:00,座數：18，特優級：0，優等級：18，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區忠誠路二段51號,121.530914,25.110451
後港派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區福港街151號,121.517986,25.087458
國稅局士林稽徵所二樓,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區美崙街43號,121.522926,25.097099
台灣麥當勞士林分公司,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區中山北路五段602號,121.528052,25.095924
公有蘭州市場,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區昌吉街55號,121.515667,25.06601
財團法人台北市覺修宮,2011/12/14 下午 05:01:00,座數：3，特優級：0，優等級：3，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區重慶北路三段340號,121.513543,25.076291
台北當代藝術館,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區長安西路39號,121.518381,25.050821
臺北市立成淵高級中學,2011/12/14 下午 05:01:00,座數：48，特優級：14，優等級：34，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區承德路二段235號,121.51866,25.061357
臺北市立重慶國民中學,2011/12/14 下午 05:01:00,座數：8，特優級：0，優等級：8，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區敦煌路19號,121.518074,25.076026
馬來亞餐廳,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區長安西路287之2號,121.509683,25.052181
嘉興公園,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大安區樂業街與嘉興街口,121.55193,25.021637
中油基隆路站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大安區基隆路二段162號,121.555865,25.027606
大安森林公園地下停車場,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大安區建國南路二段2號地下一樓,121.537892,25.028771
臺北市大安區公館國民小學,2011/12/14 下午 05:01:00,座數：10，特優級：0，優等級：10，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大安區基隆路四段41巷68弄2號,121.5432978,25.012839
臺北市立懷生國民中學,2011/12/14 下午 05:01:00,座數：16，特優級：12，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區忠孝東路三段248巷30號,121.541142,25.040452
臺北市私立立人國民小學,2011/12/14 下午 05:01:00,座數：12，特優級：0，優等級：12，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區安和路二段99號,121.551839,25.029744
敦化南路派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區敦化南路一段236巷26號,121.547007,25.040412
永福樓(忠孝店),2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區忠孝東路四段59號2樓,121.545898,25.041791
南山戲院(Ａ、Ｂ、Ｃ、Ｄ廳),2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：0，普通級：4，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區通化街24巷1號,121.55406,25.031586
大安12號,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市大安區愛國東路170巷2之6號對面,121.523385,25.031852
宏恩醫院,2011/12/14 下午 05:01:00,座數：3，特優級：0，優等級：3，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區仁愛路四段71號,121.547122,25.03975
市民大道地下停車場林金段,2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區林森北路-金山北路間地下,121.527482,25.046906
榮星公園地下停車場,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中山區建國北路39號地下1樓,121.537425,25.064072
大潤發中崙店,2011/12/14 下午 05:01:00,座數：6，特優級：2，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區八德路二段308號B2(CITY LINK大樓),121.542606,25.047119
林安泰古厝,2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區濱江街5號林安泰古厝內,121.530361,25.071746
臺北市私立中興高級中學,2011/12/14 下午 05:01:00,座數：2，特優級：1，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區朱崙街42號,121.5422044,25.0499057
臺北市立第一殯儀館,2011/12/14 下午 05:01:00,座數：8，特優級：0，優等級：8，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區民權東路二段145號,121.535723,25.062648
臺北市立圖書館大直分館,2011/12/14 下午 05:01:00,座數：3，特優級：0，優等級：3，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區大直街25號3、4、5樓,121.546687,25.08185
社子公園,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:26:00,臺北市士林區永平街20巷11弄3號對面,121.506159,25.090457
公有士林臨時市場,2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：0，普通級：4，加強級：0,2011/12/28 上午 06:26:00,臺北市士林區基河路60號,121.524202,25.084908
葫蘆堵市場,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:26:00,臺北市士林區延平北路五段163巷4號,121.50981,25.082721
中國文化大學,2011/12/14 下午 05:01:00,座數：143，特優級：75，優等級：68，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區華岡路55號,121.540962,25.1376884
臺北市士林區陽明山國民小學,2011/12/14 下午 05:01:00,座數：20，特優級：0，優等級：20，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區仰德大道三段61號,121.552844,25.119869
臺北市士林區溪山國民小學,2011/12/14 下午 05:01:00,座數：3，特優級：0，優等級：3，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區至善路三段199號,121.579593,25.119671
救國團劍潭海外青年活動中心,2011/12/14 下午 05:01:00,座數：17，特優級：6，優等級：11，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:27:00,臺北市士林區中山北路四段16號,121.523964,25.078049
丹堤咖啡中山北路店,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區中山北路六段134號136號1樓,121.525154,25.105974
台灣麥當勞士林中正分公司,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區中正路287號,121.524061,25.094728
大稻程公園地下停車場,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：1，普通級：1，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區歸綏街243號地下,121.5103139,25.058348
孔廟,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:27:00,臺北市大同區大龍街275號,121.516095,25.072453
保安宮,2011/12/14 下午 05:01:00,座數：4，特優級：3，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:27:00,臺北市大同區哈密街61號,121.51542,25.073159
勞工教育館,2011/12/14 下午 05:01:00,座數：4，特優級：4，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區承德路三段287號,121.51999,25.074871
吉野家重北分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區重慶北路三段259號,121.514021,25.071627
爭鮮迴轉壽司圓環店,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區重慶北路二段2號1樓,121.514155,25.054177
金華公園地下停車場,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大安區金華街254巷1號地下,121.531765,25.029471
太平洋崇光百貨(忠孝店),2011/12/14 下午 05:01:00,座數：24，特優級：24，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大安區忠孝東路四段45號,121.544838,25.041758
太平洋崇光百貨(復興店),2011/12/14 下午 05:01:00,座數：24，特優級：24，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:27:00,臺北市大安區忠孝東路三段300號,121.543239,25.041476
臺北市私立延平高級中學,2011/12/14 下午 05:01:00,座數：20，特優級：1，優等級：19，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區建國南路一段275號,121.538525,25.036407
臺北市私立東方高級工商職業學校,2011/12/14 下午 05:01:00,座數：11，特優級：0，優等級：9，普通級：2，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區信義路四段186巷8號,121.551384,25.03227
國稅局大安稽徵所,2011/12/14 下午 05:01:00,座數：6，特優級：2，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區新生南路二段86號,121.534607,25.026441
第二殯儀館,2011/12/14 下午 05:01:00,座數：11，特優級：0，優等級：11，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區辛亥路三段220號,121.552118,25.014697
京兆尹(仁愛店),2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區四維路18號,121.548026,25.036607
爭鮮股份有限公司永康店,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區永康街2及2-1號1樓及B1,121.529757,25.033337
摩斯漢堡新生南路店,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區新生南路一段161之1，9號1樓,121.533077,25.03449
馥敦大飯店,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區復興南路二段41號,121.54387,25.031456
中油中崙站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區八德路二段214號,121.539601,25.046359
中油吉林路站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區吉林路31號,121.5302,25.050893
中山計程車休息站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區新生北路三段市立美術館後,121.525693,25.071735
市民大道地下停車場中林段,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區中山北路-林森北路間地下,121.522056,25.047866
袖珍博物館,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中山區建國北路一段96號B1,121.536298,25.050391
圓山風景區,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區圓山風景區,121.528681,25.080615
花卉試驗中心,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:26:00,臺北市士林區仰德大道四段175巷32號,121.544438,25.134945
捷運劍潭站,2011/12/14 下午 05:01:00,座數：5，特優級：5，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:27:00,臺北市士林區中山北路五段65號,121.525078,25.084873
神農宮,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：0，普通級：2，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區前街74號,121.526158,25.097958
臺北市士林區雨聲國民小學,2011/12/14 下午 05:01:00,座數：12，特優級：0，優等級：10，普通級：2，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區至誠路一段62巷70號,121.534873,25.10354
臺北市立士林高級商業職業學校,2011/12/14 下午 05:01:00,座數：32，特優級：0，優等級：32，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區士商路150號,121.516526,25.094766
台北市士林區公民會館,2011/12/14 下午 05:01:00,座數：4，特優級：0，優等級：4，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區大東路75號,121.52559,25.090846
勞工局職業訓練中心,2011/12/14 下午 05:01:00,座數：26，特優級：0，優等級：26，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區士東路301號,121.537773,25.11374
頂呱呱福林店,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區中正路235巷10號1樓,121.526023,25.094822
士林1號,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:27:00,臺北市士林區大東路165號士林國小對面,121.525154,25.093267
塔城公園地下停車場,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區塔城街11號地下,121.510509,25.050673
臺北市大同區大同國民小學,2011/12/14 下午 05:01:00,座數：12，特優級：1，優等級：11，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區大龍街51號,121.516314,25.064665
民族路派出所,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區重慶北路三段168號,121.513505,25.068835
寧夏派出所,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大同區寧夏路89號,121.515116,25.059005
臺北市立聯合醫院中興院區,2011/12/14 下午 05:01:00,座數：12，特優級：10，優等級：2，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:27:00,臺北市大同區鄭州路145號,121.50919,25.050911
中油新生南路站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：0，普通級：1，加強級：0,2011/12/28 上午 06:27:00,臺北市大安區仁愛路三段1號,121.533103,25.038425
龍門國中地下停車場,2011/12/14 下午 05:01:00,座數：8，特優級：0，優等級：8，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大安區建國南路二段269號B1,121.53804,25.024266
台北市開平餐飲學校,2011/12/14 下午 05:01:00,座數：8，特優級：0，優等級：4，普通級：4，加強級：0,2011/12/28 上午 06:27:00,臺北市大安區復興南路二段148巷24號,121.542009,25.028678
臺北市立龍門國民中學,2011/12/14 下午 05:01:00,座數：28，特優級：28，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市大安區建國南路二段269號,121.53804,25.024266
臺北市私立復興國民小學,2011/12/14 下午 05:01:00,座數：18，特優級：0，優等級：18，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區敦化南路一段262號,121.548402,25.039433
三商巧福通化分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區信義路四段294巷9號,121.554386,25.03256
丹堤咖啡新生南路分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區新生南路一段161-3號,121.533114,25.03449
漢堡王敦南分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市大安區敦化南路二段164號1樓,121.548182,25.024255
大安15號,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市大安區辛亥路三段284巷殯儀館外（台灣三山善社後面）,121.551712,25.014276
朱崙公園,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區龍江路45巷,121.541321,25.049167
中油新生北路站,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區新生北路二段71號,121.52805,25.056552
捷運行天宮站,2011/12/14 下午 05:01:00,座數：2，特優級：2，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區松江路316號B1,121.533084,25.060552
新光三越百貨(南京店),2011/12/14 下午 05:01:00,座數：24，特優級：0，優等級：24，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中山區南京西路12號,121.521187,25.052307
臺北市中山區大直國民小學,2011/12/14 下午 05:01:00,座數：11，特優級：0，優等級：11，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區大直街2號,121.546545,25.080264
臺北市中山區懷生國民小學,2011/12/14 下午 05:01:00,座數：6，特優級：4，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區安東街16巷2號,121.541837,25.045226
圓山派出所,2011/12/14 下午 05:01:00,座數：1，特優級：1，優等級：0，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區中山北路三段62號,121.523684,25.07324
丹堤咖啡民權分公司,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:28:00,臺北市中山區民權西路34之1號1樓,121.521424,25.062562
國賓大飯店,2011/12/14 下午 05:01:00,座數：6，特優級：6，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:28:00,臺北市中山區中山北路二段63號,121.52313,25.056582
至善公園,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0,2011/12/28 上午 06:26:00,臺北市士林區至善路與福林路會口處公園廣場東北側,121.538224,25.098326
忠誠公園,2011/12/14 下午 05:01:00,座數：1，特優級：0，優等級：1，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:26:00,臺北市士林區中山北路六段與忠誠路會口處公園水池後方,121.525878,25.103148
福華市場,2011/12/14 下午 05:01:00,座數：2，特優級：0，優等級：2，普通級：0，加強級：0,2011/12/28 上午 06:26:00,臺北市士林區通河街323之1號,121.516477,25.082523
臺北市立天文科學教育館,2011/12/14 下午 05:01:00,座數：16，特優級：16，優等級：0，普通級：0，加強級：0，無障礙設施,2011/12/28 上午 06:27:00,臺北市士林區基河路363號,121.518965,25.096063
臺北市士林區富安國民小學,2011/12/14 下午 05:01:00,座數：9，特優級：0，優等級：9，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區延平北路八段135號,121.4823899,25.1059316
臺北市士林區葫蘆國民小學,2011/12/14 下午 05:01:00,座數：24，特優級：0，優等級：24，普通級：0，加強級：0,2011/12/28 上午 06:27:00,臺北市士林區環河北路三段95號,121.507802,25.083645
